text,class,mpr
"Commodity prices could be supported by stronger-than-expected growth in emerging-market economies and heightened investor interest in commodities, fuelled by exceptionally low global interest rates and ample liquidity.",3,2010-10-20
"Greater-than-expected improvements in housing and labour markets in the United States could boost consumer and business confidence in that country, resulting in stronger export demand for Canadian goods and services.",3,2010-10-20
"Household spending in Canada could be stronger than expected if borrowing continues to exceed income growth, or if growth in incomes were to rebound more rapidly than the Bank projects.",2,2010-10-20
"These upside risks to inflation are balanced by three downside risks relating to Canada's international competitiveness, global growth prospects, and the possibility of a more pronounced correction in the Canadian housing market: A combination of disappointing productivity performance and persistent strength in the Canadian dollar could dampen the expected recovery of Canada's net exports.",1,2010-10-20
Heightened tensions in foreign exchange markets could inhibit necessary global adjustment and put additional pressure on freely floating currencies.,2,2010-10-20
Global deflationary forces could intensify if the necessary rotation of demand from deficit countries to surplus countries and from the public to the private sector is delayed or fails to materialize.,2,2010-10-20
"If there were a sudden weakening in the Canadian housing sector, it could have sizable spillover effects on other areas of the economy, such as consumption, given the high debt loads of some Canadian households.",1,2010-10-20
"The global economic recovery is proceeding at a somewhat faster pace than the Bank had anticipated, although risks remain elevated.",2,2011-01-19
Private domestic demand in the United States has picked up and will be reinforced by recently announced monetary and fiscal stimulus.,2,2011-01-19
European growth has also been slightly stronger than anticipated.,3,2011-01-19
Ongoing challenges associated with sovereign and bank balance sheets will limit the pace of the European recovery and are a significant source of uncertainty to the global outlook.,2,2011-01-19
"In response to overheating, some emerging markets have begun to implement more restrictive policy measures.",1,2011-01-19
"Their effectiveness will influence the path of commodity prices, which have increased significantly since the October Monetary Policy Report, largely reflecting stronger global growth.",2,2011-01-19
"The recovery in Canada is proceeding broadly as anticipated, with a period of more modest growth and the beginning of the expected rebalancing of demand.",2,2011-01-19
"The contribution of government spending is expected to wind down this year, consistent with announced fiscal plans.",2,2011-01-19
Stretched household balance sheets are expected to restrain the pace of consumption growth and residential investment.,2,2011-01-19
"In contrast, business investment will likely continue to rebound strongly, owing to stimulative financial conditions and competitive imperatives.",3,2011-01-19
"Net exports are projected to contribute more to growth going forward, supported by stronger US activity and global demand for commodities.",3,2011-01-19
"However, the cumulative effects of the persistent strength in the Canadian dollar and Canada's poor relative productivity performance are restraining this recovery in net exports and contributing to a widening of Canada's current account deficit to a 20-year high.",1,2011-01-19
"Overall, the Bank projects the economy will expand by 2.4В per cent in 2011 and 2.8В per cent in 2012 - a slightly firmer profile than had been anticipated in October.",2,2011-01-19
